SiteID,date,damage_class,damage_status,Governorate,Municipality,Neighborhood,damage_class_desc,is_damaged,damage_level,lon,lat,index_right,system:index,area,building,class,damage_pts,k100,k150,k50,max_change,name,osm_id,osm_type,.geo
,,6.0,,,,,No Visible Damage,0,,34.46320114227313,31.50181063598667,,0000000000000000deb5,63.52656872900972,yes,1.0,4.0,3.6375936957390262,3.6934516968976734,3.72064663727909,2.993830417622664,,297891646.0,ways_poly,"{""type"":""Polygon"",""coordinates"":[[[34.46313906839984,31.501809903554268],[34.463179164383554,31.50176085595429],[34.4632639241877,31.501814337737137],[34.46322374365201,31.501858966075744],[34.46313906839984,31.501809903554268]]]}"
,,6.0,,,,,No Visible Damage,0,,34.45412627773867,31.525408683287836,,000000000000000314fc,437.89905091743327,yes,1.0,1.0,3.9963543693331185,4.054456397411475,4.100644987277263,4.51757394391404,,296114322.0,ways_poly,"{""type"":""Polygon"",""coordinates"":[[[34.45395330753625,31.52547881272045],[34.45408705929562,31.525367334191362],[34.454069208819554,31.525353941509344],[34.454176227022295,31.52526473815907],[34.454296611769955,31.525367316931906],[34.4541985612395,31.52545201555601],[34.45418071078605,31.52543869955843],[34.45404247539841,31.525554614531966],[34.45395330753625,31.52547881272045]]]}"
,,6.0,,,,,No Visible Damage,0,,34.46890689418547,31.50444523562334,,0000000000000000cb10,70.40325215312528,yes,0.0,0.0,3.436730743732254,3.649404351914877,3.964749850229976,4.027555795816066,,297286901.0,ways_poly,"{""type"":""Polygon"",""coordinates"":[[[34.46884672542358,31.504427406811146],[34.468913547716134,31.504391718564573],[34.46896709009871,31.504463089592182],[34.46890018326169,31.504498727113855],[34.46884672542358,31.504427406811146]]]}"
,,6.0,,,,,No Visible Damage,0,,34.46553268760897,31.50596058748774,,0000000000000000e3a9,363.04803383713704,yes,1.0,2.0,3.029481804479974,3.5017150594987756,2.9041932057856488,2.5165620231085266,,297045043.0,ways_poly,"{""type"":""Polygon"",""coordinates"":[[[34.465390844070605,31.50595688220123],[34.46555139296675,31.505840955813767],[34.465676245330414,31.50596133325676],[34.465511298064406,31.50608167042548],[34.465390844070605,31.50595688220123]]]}"
,,6.0,,,,,No Visible Damage,0,,34.45363616225906,31.507620546088823,,00000000000000003df4,168.40617604550005,yes,0.0,0.0,3.5562503818017746,3.480025765403519,3.3986885317181232,4.412541740384642,,1263322305.0,ways_poly,"{""type"":""Polygon"",""coordinates"":[[[34.45353411585439,31.507606725597572],[34.45359655058458,31.50757108479023],[34.453601034377854,31.50757553893731],[34.45365450148015,31.50754432560465],[34.45373478667244,31.507633443274532],[34.45364113470762,31.507695948371957],[34.45361440115647,31.507664726568112],[34.45359655058458,31.50767807759489],[34.45353411585439,31.507606725597572]]]}"
,,6.0,,,,,No Visible Damage,0,,34.482656501502966,31.52255586317035,,00000000000000006f31,51.76603620355413,yes,0.0,0.0,2.7465113400563084,2.615915445917135,3.164449322874354,2.1478312808350606,,1304482957.0,ways_poly,"{""type"":""Polygon"",""coordinates"":[[[34.48261189084092,31.522517932065806],[34.48266094256657,31.522504602413672],[34.482701114218024,31.52259374492736],[34.482652062514816,31.522607151236546],[34.48261189084092,31.522517932065806]]]}"
,,6.0,,,,,No Visible Damage,0,,34.44806967753047,31.53067887955976,,00000000000000030607,88.11125776054551,yes,0.0,0.0,3.737399918728261,3.631773007887868,3.801753002477882,3.337319655855855,,1256893073.0,ways_poly,"{""type"":""Polygon"",""coordinates"":[[[34.448000344787296,31.530669200304644],[34.4480851192092,31.530620137046125],[34.44813858966091,31.53069153138674],[34.44805389989566,31.530736047548174],[34.448000344787296,31.530669200304644]]]}"
,,6.0,,,,,No Visible Damage,0,,34.461632294315734,31.501407056133495,,0000000000000000def0,108.79769443907976,yes,0.0,0.0,3.8992254092419354,3.70854933402952,4.339595168432695,4.930794085027496,,297873907.0,ways_poly,"{""type"":""Polygon"",""coordinates"":[[[34.46154714157122,31.50141751072155],[34.46166751623635,31.501341695222408],[34.46171657965064,31.50139965637239],[34.46159620505264,31.50147102672752],[34.46154714157122,31.50141751072155]]]}"
,,6.0,,,,,No Visible Damage,0,,34.4571928348082,31.491921830265706,,0000000000000002a705,57.24527463815149,yes,1.0,3.0,3.679309534184049,3.464438025300659,3.235004113400058,3.623794834447612,,1265310722.0,ways_poly,"{""type"":""Polygon"",""coordinates"":[[[34.45714155238029,31.491901793876814],[34.45720846816128,31.49187497902064],[34.457244083240155,31.491941892635307],[34.45717725208267,31.491968681672606],[34.45714155238029,31.491901793876814]]]}"
,,6.0,,,,,No Visible Damage,0,,34.46301418907665,31.50550040838419,,0000000000000000da95,121.36155491325722,yes,1.0,3.0,4.47783469512947,4.2706535857976355,4.578336556127154,4.019825416963348,,296911474.0,ways_poly,"{""type"":""Polygon"",""coordinates"":[[[34.46294281775179,31.505510961864232],[34.46299188045485,31.50543066324563],[34.463090005778874,31.50547530270014],[34.46302757778368,31.505573329888037],[34.46296514974416,31.505546590398797],[34.462978515100524,31.505528785167556],[34.46294281775179,31.505510961864232]]]}"
,,6.0,,,,,No Visible Damage,0,,34.4573953444593,31.532127087666925,,0000000000000000c5ac,214.9038953298471,yes,1.0,1.0,3.9048094930969457,4.193285310144903,4.586420432654084,4.443779290259,,297721695.0,ways_poly,"{""type"":""Polygon"",""coordinates"":[[[34.45724856684764,31.53210059451472],[34.45729763272591,31.532082751530307],[34.45749829496412,31.532078230442824],[34.45749829496412,31.53218083166136],[34.45735109758283,31.53218079978395],[34.45724856684764,31.53210059451472]]]}"
,,6.0,,,,,No Visible Damage,0,,34.478904177648964,31.522092121931962,,0000000000000004335b,106.98507976797472,yes,0.0,0.0,2.2316724597408233,2.36712603904407,2.6696612203148287,2.392245385861896,,1301969853.0,ways_poly,"{""type"":""Polygon"",""coordinates"":[[[34.47882611441937,31.522036407722318],[34.478879650763695,31.522009602074476],[34.478982240855274,31.522147836111927],[34.47892870457346,31.52217464182397],[34.47882611441937,31.522036407722318]]]}"
,,6.0,,,,,No Visible Damage,0,,34.440659145977804,31.51265193753816,,0000000000000002c04d,1482.9198117567728,university,1.0,1.0,4.082124240164851,4.514640338692942,3.891319058712877,5.484098164261151,مبنى المدينة المنورة,41255365.0,ways_poly,"{""type"":""Polygon"",""coordinates"":[[[34.44043326445683,31.512748055819472],[34.44054926814446,31.512658878395566],[34.44052693046593,31.512649991538098],[34.44052693046593,31.512600937302473],[34.44054926814446,31.512591965363978],[34.44044663323386,31.512493947194653],[34.44053141492457,31.51242703387777],[34.44055366798956,31.512449283280564],[34.44062948067068,31.512386873485205],[34.440834580722175,31.512578668623483],[34.44087477147667,31.512578650761313],[34.440937130568926,31.512636625434865],[34.440937130568926,31.51268115732826],[34.4408702870355,31.51273024926421],[34.440825696447654,31.51273023201841],[34.440576005661306,31.512921962233044],[34.44047785524322,31.512832768366582],[34.44050019293418,31.512810459808843],[34.44043326445683,31.512748055819472]]]}"
,,6.0,,,,,No Visible Damage,0,,34.45638468583897,31.51245979758281,,0000000000000002bd52,133.49961098601642,yes,1.0,1.0,3.194523972654881,3.371904038745902,3.596502229357337,3.4696539484081335,,1261822934.0,ways_poly,"{""type"":""Polygon"",""coordinates"":[[[34.45629879832816,31.512444822567335],[34.456378996511496,31.51238688755681],[34.456423663822434,31.51243592007489],[34.456437030172445,31.512427005065728],[34.45647264556348,31.512467156233587],[34.456383480163055,31.5125340407501],[34.45629879832816,31.512444822567335]]]}"
,,6.0,,,,,No Visible Damage,0,,34.44999585170638,31.510917587502057,,0000000000000002cc1e,184.02992372201285,yes,1.0,2.0,4.1262880720849715,3.979242960750776,4.084976492880067,5.227670669281811,,1260661938.0,ways_poly,"{""type"":""Polygon"",""coordinates"":[[[34.44989108266769,31.51090197192697],[34.449971286688324,31.51083062713345],[34.45010064512887,31.510933181051815],[34.45002035662274,31.51100455174835],[34.44989108266769,31.51090197192697]]]}"
,,6.0,,,,,No Visible Damage,0,,34.474686974713144,31.50533552578494,,0000000000000000c940,207.87550378806617,yes,1.0,2.0,3.3208065891268226,3.483246638836042,3.4537367642909156,2.95755113354457,,299281754.0,ways_poly,"{""type"":""Polygon"",""coordinates"":[[[34.474576594751156,31.50532812835618],[34.4747282460214,31.505247863531732],[34.474795148422736,31.50534594465516],[34.47464797998849,31.5054217729766],[34.474576594751156,31.50532812835618]]]}"
,,6.0,,,,,No Visible Damage,0,,34.46570372425393,31.49685569498634,,00000000000000022a20,118.88562553804736,yes,1.0,2.0,4.284885848091334,4.407078717051847,4.1248121938024,4.329947234054184,,298623742.0,ways_poly,"{""type"":""Polygon"",""coordinates"":[[[34.4656183023517,31.496860324172438],[34.465671762152404,31.496793393965618],[34.465720823333314,31.496824607155585],[34.46573427285916,31.496811220969978],[34.46578773258936,31.49684246866345],[34.465725306508816,31.496922717109186],[34.46564503225612,31.496873687128385],[34.4656183023517,31.496860324172438]]]}"
,,6.0,,,,,No Visible Damage,0,,34.47799379227561,31.49277771542476,,000000000000000374d7,130.53655688683915,yes,1.0,4.0,5.128375024800683,4.608938068490966,6.361869325973246,10.417324343341724,,296592876.0,ways_poly,"{""type"":""Polygon"",""coordinates"":[[[34.47791201647967,31.492775760889014],[34.47797003593207,31.492704367366677],[34.478077025055065,31.49276682272949],[34.478019090249695,31.49283819037804],[34.478010125152316,31.492833728914288],[34.47798788155768,31.492864903576898],[34.477961070829686,31.492851569942424],[34.47798788155768,31.492820301041327],[34.47791201647967,31.492775760889014]]]}"
,,6.0,,,,,No Visible Damage,0,,34.48363844926404,31.513825054516193,,00000000000000003cc0,803.5161368245075,yes,1.0,2.0,4.123260920333326,4.074885479105676,4.051573962713253,5.784650877099577,,1265293964.0,ways_poly,"{""type"":""Polygon"",""coordinates"":[[[34.483450248722555,31.513938654099718],[34.483570677967684,31.513653236496513],[34.48382481357858,31.51373352064716],[34.48371774688507,31.51398772440722],[34.48354835120999,31.51393421887987],[34.48353498898108,31.51396543239182],[34.483450248722555,31.513938654099718]]]}"
,,6.0,,,,,No Visible Damage,0,,34.46403067924594,31.516805080011057,,000000000000000221c5,131.60289661635744,yes,1.0,4.0,3.4202727653581237,3.2746852066441,3.5141602888540917,3.2583702373457597,,296351693.0,ways_poly,"{""type"":""Polygon"",""coordinates"":[[[34.46394614458725,31.516792457905893],[34.46404866751793,31.516734508893748],[34.46411557804604,31.516814735820876],[34.46401305519335,31.516877206104883],[34.46394614458725,31.516792457905893]]]}"
,,6.0,,,,,No Visible Damage,0,,34.47200599698985,31.537744293335365,,0000000000000000587b,322.60004277047494,yes,1.0,1.0,3.4514539830536037,3.543560097298266,3.665206491669082,5.523717403502027,,298292602.0,ways_poly,"{""type"":""Polygon"",""coordinates"":[[[34.47187440097613,31.53778149172671],[34.47201260834518,31.53762542003752],[34.47213753611665,31.537710070758322],[34.471999244361825,31.537861724790933],[34.47187440097613,31.53778149172671]]]}"
,,6.0,,,,,No Visible Damage,0,,34.46090840223845,31.507232360089095,,0000000000000000dce1,105.9801541610125,yes,1.0,5.0,3.9883533122209647,3.8761731705407896,4.35890098360044,7.0033610106983435,,296786467.0,ways_poly,"{""type"":""Polygon"",""coordinates"":[[[34.460829204360955,31.507223232377562],[34.460927332097185,31.507169699181205],[34.46098527816589,31.507245555819107],[34.460891633916155,31.507294575977294],[34.46086041914409,31.50725001415713],[34.460851536889855,31.507254416191838],[34.460829204360955,31.507223232377562]]]}"
,,6.0,,,,,No Visible Damage,0,,34.46999043687054,31.52442201403809,,00000000000000031198,222.4171289012007,yes,1.0,1.0,3.56860113820275,3.370036047624527,3.382258191968712,2.885881312610571,,297022941.0,ways_poly,"{""type"":""Polygon"",""coordinates"":[[[34.46987671352439,31.524404170918228],[34.47004173718608,31.52433728066688],[34.47010416020239,31.52443985706618],[34.469939136657864,31.524506747470213],[34.46987671352439,31.524404170918228]]]}"
,,6.0,,,,,No Visible Damage,0,,34.46735445001454,31.493606520456503,,0000000000000003fd69,241.77575938538288,yes,1.0,1.0,3.4827295001114136,3.747011644187179,2.9868565214307594,2.44671774848002,,298905806.0,ways_poly,"{""type"":""Polygon"",""coordinates"":[[[34.46724585111748,31.493658647085567],[34.467335090096114,31.49350704551501],[34.467459939927515,31.49356053379232],[34.46737966725816,31.4937032622376],[34.46729491142026,31.49366755807341],[34.46729042832476,31.49367651651827],[34.46724585111748,31.493658647085567]]]}"
,,6.0,,,,,No Visible Damage,0,,34.46247155050272,31.501706732361455,,0000000000000000deba,181.51133906382097,yes,1.0,5.0,3.6243841656291025,3.6949802625940342,3.2736348936944504,2.205708959689719,,297891611.0,ways_poly,"{""type"":""Polygon"",""coordinates"":[[[34.4623943287051,31.50177865434554],[34.46245675714969,31.501609273525908],[34.462550399733516,31.5016359754093],[34.462483572606196,31.501805398242634],[34.4623943287051,31.50177865434554]]]}"
,,6.0,,,,,No Visible Damage,0,,34.43134789270616,31.5112609673496,,00000000000000009905,379.3915213258095,yes,0.0,0.0,3.81324640571992,3.324497170190602,6.6045893094962524,7.185657011968469,,297754469.0,ways_poly,"{""type"":""Polygon"",""coordinates"":[[[34.431202993773,31.511249802771392],[34.43136792068559,31.511138331120165],[34.431492821518326,31.51127211255836],[34.43132781021804,31.511383610217898],[34.431202993773,31.511249802771392]]]}"
,,6.0,,,,,No Visible Damage,0,,34.4658546417221,31.525880869666345,,0000000000000002f7dc,350.8221375201281,yes,1.0,2.0,3.5335593921326094,3.670337055011264,3.255608888853378,3.556733315315827,,296907880.0,ways_poly,"{""type"":""Polygon"",""coordinates"":[[[34.46571642474579,31.525862302901466],[34.46585464179451,31.525759714354194],[34.46599285862602,31.525902399150137],[34.46585464179451,31.52600054363479],[34.46571642474579,31.525862302901466]]]}"
,,6.0,,,,,No Visible Damage,0,,34.47888022239706,31.51698667251473,,0000000000000000be6f,463.21789998791235,yes,0.0,0.0,2.7956161433970124,3.2593838510323883,2.45497675923866,2.658811195570537,,298953659.0,ways_poly,"{""type"":""Polygon"",""coordinates"":[[[34.47872809123359,31.51695745562266],[34.478741454193745,31.516948538927902],[34.47873248917007,31.51693519198476],[34.47888413326814,31.516845952041717],[34.47903569252906,31.51703326496431],[34.478866287824566,31.517131388584602],[34.47883507943349,31.517095656197363],[34.4788529248834,31.517086746866134],[34.47877266261808,31.516988638881745],[34.47875929966267,31.516997555580023],[34.47872809123359,31.51695745562266]]]}"
,,6.0,,,,,No Visible Damage,0,,34.45688585035577,31.493725599345733,,0000000000000003f06d,79.24261772956368,yes,1.0,1.0,4.05189508907894,4.024307439071494,4.051299961197547,2.269468242893396,,299391621.0,ways_poly,"{""type"":""Polygon"",""coordinates"":[[[34.45681154093871,31.49373003220585],[34.45692752305523,31.493672046568935],[34.45695873922241,31.493721064749963],[34.456847240774955,31.493779059652958],[34.45681154093871,31.49373003220585]]]}"
,,6.0,,,,,No Visible Damage,0,,34.47048762091102,31.537377926975886,,00000000000000043f6c,119.84148129220206,yes,1.0,1.0,3.906659547060498,3.6308104294619294,4.384109113118368,5.084476899717612,,298292571.0,ways_poly,"{""type"":""Polygon"",""coordinates"":[[[34.47039842745599,31.53735339517655],[34.47045196893431,31.53730437108404],[34.47057681434005,31.537402458765694],[34.470523272937754,31.537451482882677],[34.47039842745599,31.53735339517655]]]}"
,,6.0,,,,,No Visible Damage,0,,34.43190750616392,31.51568660828961,,0000000000000000957b,368.5297627303055,yes,1.0,1.0,4.0153970833264365,4.0424562606039,4.006183683961387,3.1454249607699576,,296285290.0,ways_poly,"{""type"":""Polygon"",""coordinates"":[[[34.43176479331586,31.515673254511274],[34.43192980379851,31.515566200447],[34.432050218945605,31.515699961965833],[34.43188520868826,31.515807016195044],[34.43176479331586,31.515673254511274]]]}"
,,6.0,,,,,No Visible Damage,0,,34.48462321706599,31.501589919777206,,00000000000000003b4f,348.7363995790252,yes,1.0,2.0,3.1840245666674085,3.206580253273964,3.119760833649095,2.7517732492570612,,1265173719.0,ways_poly,"{""type"":""Polygon"",""coordinates"":[[[34.4844803193751,31.50160032446476],[34.484658677672286,31.501471031903414],[34.484765658648755,31.501582506398535],[34.48458730056886,31.501707354705623],[34.4844803193751,31.50160032446476]]]}"
,,6.0,,,,,No Visible Damage,0,,34.46923017901179,31.49927487982938,,0000000000000003b5ff,179.87072399192897,yes,1.0,4.0,4.589282203404895,4.597290724193871,4.856213941390957,6.743265850795744,,298418024.0,ways_poly,"{""type"":""Polygon"",""coordinates"":[[[34.46912763246587,31.49927711472751],[34.469198937543354,31.499192387686282],[34.46933275071182,31.499272628366224],[34.46926136115803,31.499357381277417],[34.46912763246587,31.49927711472751]]]}"
,,6.0,,,,,No Visible Damage,0,,34.445556875142216,31.527604342596774,,00000000000000030662,234.71499927817237,yes,1.0,1.0,3.741862434818741,3.6267168512234984,3.81212368824717,3.9207589329985697,,296103164.0,ways_poly,"{""type"":""Polygon"",""coordinates"":[[[34.44544979792666,31.527561217040997],[34.44556571040224,31.527503250450014],[34.44566385515282,31.527650350112875],[34.445547858198786,31.527703897872705],[34.44544979792666,31.527561217040997]]]}"
,,6.0,,,,,No Visible Damage,0,,34.449670315283534,31.50692225946679,,0000000000000002ba9b,58.4558837651202,yes,1.0,2.0,3.090793892891711,3.240477031647026,3.760627294787181,4.6631050632857525,,1263043432.0,ways_poly,"{""type"":""Polygon"",""coordinates"":[[[34.449610114209094,31.506906638942482],[34.44965021635649,31.506871005042182],[34.44973050520009,31.50693782600143],[34.44969040308926,31.50697353656007],[34.449610114209094,31.506906638942482]]]}"
,,6.0,,,,,No Visible Damage,0,,34.46668155175959,31.5242656886591,,0000000000000002f7fe,195.90122009812828,yes,0.0,0.0,3.8353679587224354,4.029350848550129,3.1629053634964035,3.1668084075683716,,296908212.0,ways_poly,"{""type"":""Polygon"",""coordinates"":[[[34.46657702112186,31.524265906450463],[34.466697388903775,31.5241767470772],[34.46678654385179,31.524265940502207],[34.46672411848022,31.524310554699174],[34.46666617619189,31.52435509994581],[34.46657702112186,31.524265906450463]]]}"
,,6.0,,,,,No Visible Damage,0,,34.472341148664434,31.529229626723836,,0000000000000002fa5b,334.99266457388285,yes,1.0,2.0,3.9798111636859543,3.795823890345124,5.1997455750835,9.405695380756567,,297054874.0,ways_poly,"{""type"":""Polygon"",""coordinates"":[[[34.472204355907984,31.529233400597846],[34.472351528433826,31.529112969530242],[34.472476371141894,31.529224475812686],[34.47240506872262,31.529286904004948],[34.47233368166365,31.52934483760459],[34.472320317729114,31.529335902285982],[34.472204355907984,31.529233400597846]]]}"
,,6.0,,,,,No Visible Damage,0,,34.42815272202707,31.509855578400984,,00000000000000008c23,58.47235231512558,yes,1.0,1.0,3.372688992694369,3.6034540213249753,3.450229445168451,2.0317002007075597,,1254943397.0,ways_poly,"{""type"":""Polygon"",""coordinates"":[[[34.42809496502145,31.509849637640134],[34.4281663033284,31.50980952881986],[34.428210900318994,31.509858536330306],[34.428139562048095,31.5099031679048],[34.42809496502145,31.509849637640134]]]}"
,,6.0,,,,,No Visible Damage,0,,34.46598178859081,31.51610747255906,,0000000000000001f1d3,452.4167470106277,yes,1.0,3.0,4.312123369308837,3.983197916763382,5.529023064349765,10.95081362049236,,297052491.0,ways_poly,"{""type"":""Polygon"",""coordinates"":[[[34.46578773258936,31.516105790556203],[34.465841276875175,31.51599431452042],[34.4662291970623,31.516136963472555],[34.46605528451665,31.51620387766501],[34.46578773258936,31.516105790556203]]]}"
,,6.0,,,,,No Visible Damage,0,,34.46761622669887,31.517292665228165,,00000000000000021ec9,211.56200381883065,yes,1.0,3.0,3.021328243595432,3.4398961981592184,2.5195675052755733,2.1304151104591686,,297052487.0,ways_poly,"{""type"":""Polygon"",""coordinates"":[[[34.46750891552436,31.517278539433693],[34.46764721434227,31.517202669484412],[34.467723003693955,31.517309752587117],[34.46758478958167,31.517381075717722],[34.46750891552436,31.517278539433693]]]}"
,,6.0,,,,,No Visible Damage,0,,34.45551213619996,31.499229589053275,,00000000000000022878,215.4142395779134,yes,1.0,5.0,3.3571056008027047,3.0910716479983273,3.281537293714778,2.9398122330586345,,1263285703.0,ways_poly,"{""type"":""Polygon"",""coordinates"":[[[34.455398001898836,31.499232571202665],[34.45555408533637,31.499138873038458],[34.45562548601445,31.499223586122273],[34.45547380180333,31.49932168817799],[34.455398001898836,31.499232571202665]]]}"
,,6.0,,,,,No Visible Damage,0,,34.47377595617461,31.528476752550336,,0000000000000002fd20,205.9610117343658,yes,1.0,1.0,3.4137743391086657,3.1852450938873957,3.199566167661847,3.481235335224038,,1257813374.0,ways_poly,"{""type"":""Polygon"",""coordinates"":[[[34.47367141814666,31.52849312958571],[34.47380962269022,31.528368316181894],[34.473867644851204,31.528417369664318],[34.47383195192289,31.528448596851256],[34.47382307097875,31.528439668897718],[34.47379625898008,31.528461972116368],[34.47385428114988,31.528510948915457],[34.473778412503236,31.528577916521805],[34.47367141814666,31.52849312958571]]]}"
,,6.0,,,,,No Visible Damage,0,,34.483637324520636,31.526275575054633,,000000000000000463ec,178.11051375258495,yes,1.0,4.0,4.119273276479609,3.810693893193442,4.513230636032132,3.786331200586371,,299733056.0,ways_poly,"{""type"":""Polygon"",""coordinates"":[[[34.483539386676895,31.526223476855417],[34.48361964458685,31.526187797753725],[34.4837400735997,31.52631265959789],[34.48364197132642,31.526366136451692],[34.483539386676895,31.526223476855417]]]}"
,,6.0,,,,,No Visible Damage,0,,34.44356765958576,31.515384109595974,,0000000000000002c0ab,327.6455250664484,yes,0.0,0.0,3.869122882786233,3.769089786438844,3.260591104914113,3.4620598316954116,,302657611.0,ways_poly,"{""type"":""Polygon"",""coordinates"":[[[34.44341199785414,31.5152763887943],[34.44345658713321,31.515245133246946],[34.443483323767914,31.5152273048139],[34.44372412233376,31.515490406929533],[34.44364831231515,31.51553948197265],[34.44341199785414,31.5152763887943]]]}"
,,6.0,,,,,No Visible Damage,0,,34.478589809810096,31.509548667384507,,00000000000000003a6b,199.37336900440795,yes,0.0,0.0,3.4006511503690517,3.5633620515328945,3.537639793428614,3.941370455224021,,1264566646.0,ways_poly,"{""type"":""Polygon"",""coordinates"":[[[34.47848721929958,31.509501862251774],[34.478571964346045,31.50944834549991],[34.47869240027943,31.509595472473098],[34.47860765534914,31.509648989316005],[34.47848721929958,31.509501862251774]]]}"
,,6.0,,,,,No Visible Damage,0,,34.476976310146064,31.510604419781018,,000000000000000039fc,228.3368353839549,yes,0.0,0.0,4.112714395662092,3.9629091330733544,3.807177615712341,2.2000730890805693,,298303603.0,ways_poly,"{""type"":""Polygon"",""coordinates"":[[[34.47686410753026,31.510629989030797],[34.47696221737297,31.510514071025966],[34.477033600672435,31.510558664417058],[34.47705144648824,31.51053634610344],[34.477096018723266,31.510563090033482],[34.47697566517907,31.510701292786823],[34.47686410753026,31.510629989030797]]]}"
,,6.0,,,,,No Visible Damage,0,,34.4363353848482,31.524994990328654,,0000000000000000bad7,162.52584072872705,yes,1.0,2.0,3.1494826425973375,3.5165258833818167,3.480847060580406,2.5761853914757693,,1253611124.0,ways_poly,"{""type"":""Polygon"",""coordinates"":[[[34.4362373143605,31.524948164418664],[34.43630864608102,31.524903603219162],[34.436433455298946,31.525041816201583],[34.43636212367942,31.52508637747842],[34.4362373143605,31.524948164418664]]]}"
,,6.0,,,,,No Visible Damage,0,,34.457428832629894,31.49560955243691,,0000000000000003ebac,146.04877580058152,yes,1.0,3.0,3.467290629924809,3.245629949085642,3.736047530614791,3.8330001362420982,,298355407.0,ways_poly,"{""type"":""Polygon"",""coordinates"":[[[34.45734669857684,31.495576090457234],[34.45742249680312,31.495531459626257],[34.45745811179537,31.495571620179348],[34.45746707898831,31.49556711624267],[34.45751614474476,31.495634054025437],[34.457418013204496,31.495687581167047],[34.45737791459534,31.49563852043151],[34.457386797200215,31.495634042356034],[34.45734669857684,31.495576090457234]]]}"
,,6.0,,,,,No Visible Damage,0,,34.48748069984138,31.523385451149956,,00000000000000006e0a,138.6888180456544,yes,1.0,2.0,3.260463004090489,3.383298708144788,3.4104390837030736,3.201334759211624,,1304438812.0,ways_poly,"{""type"":""Polygon"",""coordinates"":[[[34.487405468095595,31.523333996558915],[34.487512445725486,31.52333395686227],[34.487512445725486,31.523360771246473],[34.48753925353801,31.523360761032308],[34.48753925353801,31.523378535131535],[34.48756597677515,31.52337855079819],[34.48756597677515,31.52340980868423],[34.48757494089718,31.523409745566294],[34.48757494089718,31.523427596266124],[34.48745003507662,31.523432052629193],[34.48745003507662,31.523423165577416],[34.48740995016492,31.523423180346786],[34.487405468095595,31.523333996558915]]]}"
,,6.0,,,,,No Visible Damage,0,,34.47747520964059,31.49990435188862,,0000000000000003088c,273.8309547131969,yes,1.0,2.0,3.2076925423157676,3.0876247214047092,3.0703365475179263,2.1413715728378064,,299381726.0,ways_poly,"{""type"":""Polygon"",""coordinates"":[[[34.47735017306589,31.49991028593116],[34.47749733697479,31.499798823943944],[34.47759992868043,31.499901392215396],[34.47745276494335,31.500008409603474],[34.47735017306589,31.49991028593116]]]}"
,,6.0,,,,,No Visible Damage,0,,34.4723225301348,31.51311816619819,,000000000000000082a6,129.7359526819053,yes,1.0,2.0,3.625265592631436,3.390250394819727,2.849723982578973,1.771709936723921,,1258677433.0,ways_poly,"{""type"":""Polygon"",""coordinates"":[[[34.47223556665388,31.51311370456593],[34.47231143663224,31.513046815028307],[34.47240946697554,31.513122646593818],[34.47233368166365,31.513189510285184],[34.47223556665388,31.51311370456593]]]}"
,,6.0,,,,,No Visible Damage,0,,34.4692421107272,31.50277855147282,,00000000000000030c29,78.05025892667611,yes,1.0,2.0,4.488585288083798,4.29621628356871,4.158464384925175,3.4534129475374113,,1265080776.0,ways_poly,"{""type"":""Polygon"",""coordinates"":[[[34.469176691718744,31.502764116872726],[34.46927032714783,31.502728428095974],[34.46927472555758,31.5027329071777],[34.46930593734356,31.50279087730623],[34.469216784949914,31.502831019345276],[34.469176691718744,31.502764116872726]]]}"
,,6.0,,,,,No Visible Damage,0,,34.467675655767806,31.51776032259447,,00000000000000021e5e,134.2053253323897,yes,1.0,2.0,3.046736641409812,2.968009681679605,3.2229696099994283,2.980283175004539,,297274474.0,ways_poly,"{""type"":""Polygon"",""coordinates"":[[[34.46760255272944,31.517728896872107],[34.46768282519534,31.517684340695318],[34.467758699102596,31.517777910684664],[34.4676560959103,31.51783588819076],[34.46761151888839,31.5177779544617],[34.46763384969536,31.51776897761997],[34.46760255272944,31.517728896872107]]]}"
,,6.0,,,,,No Visible Damage,0,,34.47154319507824,31.511943961638345,,00000000000000008276,136.43938258262966,yes,0.0,0.0,2.6416468435050824,2.850331835329203,2.0840533439428226,2.150111638285983,,298263542.0,ways_poly,"{""type"":""Polygon"",""coordinates"":[[[34.47145081179872,31.511945431164285],[34.471495386874146,31.511874092873892],[34.47163807771313,31.511945460302893],[34.471589019833736,31.51201234619338],[34.47145081179872,31.511945431164285]]]}"
,,6.0,,,,,No Visible Damage,0,,34.45794466420082,31.5219611294988,,000000000000000261ea,874.4798407069061,yes,1.0,1.0,4.074026487440471,4.245688437109896,4.281394602809033,5.400597384718156,,295713780.0,ways_poly,"{""type"":""Polygon"",""coordinates"":[[[34.45771680648473,31.521924893689352],[34.45789065091908,31.52176881245109],[34.45799326550188,31.52185352684888],[34.458171592950556,31.52200068277747],[34.458002148044635,31.522152277019103],[34.45771680648473,31.521924893689352]]]}"
,,6.0,,,,,No Visible Damage,0,,34.4576555334863,31.52207535226682,,000000000000000261fd,455.98924385319424,yes,1.0,3.0,4.649472722354234,4.291317278176093,4.050732666110155,3.5524986689339824,,1254860576.0,ways_poly,"{""type"":""Polygon"",""coordinates"":[[[34.45749381136935,31.522103285971127],[34.45769895674479,31.521933800925385],[34.45781485309602,31.522031925521553],[34.45771232290111,31.522121061475968],[34.45773017263835,31.522130009288013],[34.457627557748786,31.522219171092818],[34.45749381136935,31.522103285971127]]]}"
